,code,times_jan,times_mar,jan0,mar0,jan1,mar1
0,600000,5.39,3.33,3.0,16.18,4.72,15.7
1,600004,2.92,1.7,4.88,14.27,9.4,15.95
2,600006,2.67,1.31,2.58,6.9,5.24,6.89
3,600007,1.98,1.65,8.74,17.28,12.34,20.33
4,600008,1.9,1.27,2.17,4.12,3.35,4.27
5,600009,1.61,1.31,16.57,26.63,21.68,28.38
6,600010,1.96,1.2,1.44,2.82,2.49,2.99
7,600011,1.8,1.28,3.91,7.03,5.84,7.45
8,600012,4.55,2.85,3.57,16.26,5.7,16.22
9,600015,4.1,2.5,2.71,11.1,4.42,11.03
10,600016,2.9,2.21,3.12,9.04,3.85,8.51
11,600017,1.92,1.43,2.12,4.08,2.84,4.05
12,600018,0.89,0.79,5.75,5.14,7.05,5.59
13,600019,0.94,0.93,6.76,6.35,6.93,6.45
14,600020,1.74,1.26,2.6,4.52,3.7,4.67
15,600021,4.14,2.62,2.92,12.09,4.58,12.02
16,600022,0.82,0.6,3.1,2.53,4.45,2.67
17,600026,0.79,0.57,8.74,6.87,12.27,7.05
18,600027,2.46,1.15,2.02,4.97,4.38,5.04
19,600028,1.01,1.08,5.42,5.46,5.23,5.64
20,600029,3.48,2.03,2.01,7.0,3.76,7.65
21,600030,2.69,1.51,6.0,16.13,10.59,16.03
22,600031,4.5,3.93,1.38,6.21,1.88,7.38
23,600033,1.53,1.1,2.27,3.48,3.27,3.59
24,600035,3.06,1.81,1.98,6.05,3.19,5.77
25,600036,2.34,2.24,7.64,17.85,8.24,18.48
26,600037,1.09,0.83,13.97,15.29,18.25,15.19
27,600038,4.44,2.75,11.22,49.85,17.84,49.01
28,600048,5.92,4.51,1.54,9.12,2.11,9.52
29,600050,1.76,1.6,4.14,7.3,4.64,7.42
30,600051,2.51,1.23,5.23,13.11,10.53,13.0
31,600053,10.93,6.59,4.23,46.22,6.46,42.6
32,600054,2.38,1.82,6.73,16.03,9.6,17.47
33,600055,10.07,3.66,1.77,17.82,4.63,16.95
34,600056,12.35,8.13,1.56,19.26,2.76,22.43
35,600057,2.96,1.7,3.87,11.46,6.48,11.02
36,600058,1.89,0.97,8.1,15.3,15.15,14.77
37,600059,1.63,1.19,6.28,10.26,8.83,10.54
38,600060,15.82,7.85,1.09,17.24,2.29,17.98
39,600061,6.37,3.16,2.45,15.61,4.77,15.09
40,600062,5.53,2.83,4.15,22.93,8.19,23.2
41,600063,4.47,2.13,1.07,4.78,2.29,4.88
42,600064,6.87,3.19,2.46,16.89,5.47,17.44
43,600066,43.0,22.1,0.45,19.35,0.94,20.77
44,600067,3.07,1.51,2.33,7.16,4.6,6.96
45,600068,6.56,4.29,1.4,9.18,2.71,11.62
46,600069,4.59,2.18,2.77,12.71,4.87,10.63
47,600070,22.48,8.41,0.63,14.16,1.62,13.63
48,600071,4.75,2.47,5.05,24.0,8.88,21.9
49,600072,4.15,1.97,4.34,18.02,9.78,19.23
50,600073,3.28,1.93,3.51,11.53,5.56,10.72
51,600075,1.83,1.42,6.8,12.41,9.91,14.05
52,600076,5.76,2.28,1.65,9.51,4.47,10.18
53,600077,2.37,1.36,2.32,5.5,3.77,5.14
54,600078,2.02,0.94,3.53,7.14,7.98,7.53
55,600079,16.14,8.44,1.22,19.69,2.4,20.25
56,600080,4.73,2.22,2.67,12.63,5.23,11.63
57,600082,2.24,1.8,3.4,7.61,4.45,8.02
58,600084,2.19,1.4,5.38,11.77,8.2,11.45
59,600085,7.32,5.46,4.26,31.17,5.86,32.02
60,600086,4.29,2.78,2.54,10.9,3.86,10.73
61,600088,2.21,1.55,9.91,21.92,12.8,19.78
62,600091,2.78,1.46,4.23,11.77,6.08,8.87
63,600093,7.05,2.88,1.97,13.89,4.88,14.07
64,600094,3.13,1.39,2.78,8.7,6.01,8.35
65,600095,4.47,1.98,2.9,12.96,6.63,13.15
66,600096,0.8,0.49,11.88,9.48,18.1,8.92
67,600097,6.16,2.69,3.47,21.36,7.39,19.9
68,600098,2.87,1.33,3.88,11.15,7.22,9.59
69,600099,6.44,2.03,2.91,18.74,8.28,16.81
70,600100,3.71,1.66,3.75,13.9,8.38,13.89
71,600104,24.13,5.44,0.99,23.89,4.47,24.33
72,600105,8.41,4.19,1.23,10.35,2.29,9.6
73,600106,5.88,3.07,1.21,7.12,2.46,7.55
74,600107,6.35,1.58,2.89,18.35,9.07,14.36
75,600108,2.92,1.07,2.01,5.86,4.88,5.22
76,600110,4.13,2.9,2.63,10.86,4.34,12.57
77,600111,18.49,8.66,0.67,12.39,1.45,12.56
78,600112,7.44,4.32,1.49,11.08,2.56,11.06
79,600113,11.93,5.91,1.76,21.0,3.22,19.04
80,600116,10.79,5.98,0.87,9.39,1.77,10.58
81,600117,1.4,0.92,3.96,5.55,6.15,5.65
82,600118,5.73,4.39,5.54,31.73,7.31,32.1
83,600119,8.3,3.4,2.42,20.09,5.72,19.46
84,600120,17.13,6.74,1.67,28.6,4.29,28.93
85,600121,1.51,0.9,3.62,5.47,5.84,5.23
86,600122,3.49,2.15,3.5,12.22,5.95,12.82
87,600123,1.65,1.45,4.87,8.03,5.44,7.89
88,600125,2.39,1.62,3.66,8.73,5.73,9.3
89,600126,3.43,2.01,2.48,8.5,3.99,8.03
90,600127,2.41,1.23,2.81,6.77,5.85,7.2
91,600128,4.4,1.51,3.49,15.37,9.69,14.6
92,600129,5.15,2.34,3.38,17.4,7.75,18.14
93,600130,2.89,1.44,3.35,9.67,5.7,8.22
94,600132,1.45,0.92,12.57,18.22,23.0,21.18
95,600135,3.87,1.63,3.59,13.88,9.11,14.88
96,600136,10.77,5.98,1.56,16.8,2.81,16.79
97,600138,3.66,2.64,5.76,21.11,8.25,21.77
98,600141,5.8,3.32,2.69,15.6,4.37,14.5
99,600143,1.61,0.85,4.8,7.73,9.13,7.74
100,600148,7.64,4.95,3.77,28.81,6.61,32.7
101,600150,2.23,0.85,12.59,28.1,31.64,26.91
102,600153,6.2,3.76,1.73,10.72,2.88,10.82
103,600156,4.17,1.6,2.84,11.85,6.67,10.68
104,600159,1.83,1.4,2.93,5.37,3.94,5.52
105,600160,6.19,4.42,1.71,10.59,2.62,11.59
106,600162,2.19,1.12,1.81,3.97,3.43,3.85
107,600163,2.53,1.5,2.17,5.5,3.8,5.69
108,600165,10.56,7.17,1.15,12.14,2.08,14.91
109,600166,7.35,2.49,0.43,3.16,1.29,3.21
110,600168,3.21,2.02,3.29,10.55,5.15,10.41
111,600169,2.45,1.7,1.65,4.05,2.52,4.28
112,600170,10.13,4.04,0.47,4.76,1.19,4.81
113,600172,7.19,4.36,2.44,17.54,4.19,18.27
114,600175,5.65,2.64,0.89,5.03,1.8,4.76
115,600176,5.27,3.44,1.87,9.85,3.01,10.35
116,600177,5.8,2.26,2.41,13.97,6.13,13.88
117,600178,2.72,1.68,4.06,11.05,7.23,12.15
118,600179,4.79,2.89,3.12,14.95,5.6,16.21
119,600180,2.92,1.83,4.65,13.6,7.59,13.87
120,600182,19.48,4.61,1.54,30.0,6.32,29.12
121,600183,2.52,2.01,4.38,11.05,6.58,13.21
122,600184,6.03,2.99,3.55,21.42,7.92,23.66
123,600185,9.11,4.75,0.64,5.83,1.23,5.84
124,600188,2.38,1.59,4.52,10.75,6.59,10.46
125,600189,1.78,1.55,7.45,13.26,7.39,11.46
126,600190,1.28,0.89,3.28,4.2,4.87,4.33
127,600191,3.83,1.47,3.66,14.0,7.33,10.77
128,600192,2.18,1.4,4.37,9.53,7.19,10.05
129,600193,7.04,3.89,1.49,10.49,2.55,9.92
130,600195,2.22,1.48,9.59,21.28,13.73,20.31
131,600196,14.6,9.2,1.61,23.51,2.98,27.42
132,600197,4.11,3.16,3.55,14.6,6.38,20.18
133,600198,1.26,0.81,12.65,15.94,20.31,16.5
134,600199,7.04,3.96,1.3,9.15,2.6,10.29
135,600200,6.67,3.0,2.88,19.22,5.6,16.82
136,600201,19.24,10.54,1.6,30.78,3.24,34.15
137,600203,3.61,2.1,3.27,11.81,5.18,10.9
138,600206,2.77,1.63,3.63,10.05,6.14,10.02
139,600207,3.33,1.97,2.72,9.06,4.82,9.5
140,600208,2.16,1.65,1.92,4.14,3.01,4.96
141,600209,6.99,3.29,2.09,14.61,4.2,13.83
142,600215,3.83,2.09,3.86,14.79,5.7,11.94
143,600216,50.88,8.36,0.25,12.72,1.46,12.21
144,600217,4.25,2.06,1.96,8.33,4.23,8.72
145,600218,4.43,1.95,2.47,10.93,5.55,10.81
146,600219,1.01,0.61,3.08,3.12,5.41,3.28
147,600220,2.01,1.07,2.17,4.37,3.9,4.18
148,600221,1.92,1.3,1.7,3.27,2.59,3.36
149,600222,2.7,1.33,3.14,8.47,6.13,8.18
150,600223,2.62,1.06,2.1,5.51,5.35,5.69
151,600226,15.03,7.34,0.7,10.52,1.43,10.5
152,600227,3.03,1.95,2.37,7.18,3.76,7.34
153,600228,6.76,2.94,2.88,19.46,5.09,14.97
154,600229,3.33,1.77,3.45,11.49,6.25,11.04
155,600230,4.61,1.71,5.07,23.39,15.85,27.15
156,600231,1.58,1.2,1.73,2.73,2.7,3.25
157,600232,3.21,1.43,3.98,12.76,8.1,11.6
158,600233,19.84,7.37,1.29,25.6,3.23,23.8
159,600235,3.4,1.63,3.15,10.7,6.18,10.08
160,600236,2.18,1.1,2.79,6.09,5.77,6.36
161,600237,2.62,1.55,3.17,8.3,5.19,8.02
162,600238,7.92,3.65,1.57,12.44,3.31,12.09
163,600240,5.96,3.36,1.8,10.73,3.35,11.25
164,600241,5.58,3.25,2.85,15.9,5.13,16.66
165,600243,2.81,1.77,3.81,10.72,6.16,10.9
166,600247,4.75,2.83,3.2,15.21,5.23,14.78
167,600249,3.32,2.07,3.12,10.35,5.23,10.84
168,600250,4.49,2.23,3.5,15.72,6.52,14.51
169,600251,5.09,2.48,1.6,8.14,3.32,8.25
170,600255,4.44,2.51,1.04,4.62,1.96,4.92
171,600257,4.25,2.18,2.56,10.87,4.51,9.84
172,600259,23.62,12.37,1.79,42.28,3.77,46.63
173,600260,4.73,4.43,3.25,15.37,4.94,21.9
174,600261,8.39,4.99,0.87,7.3,1.49,7.43
175,600262,4.37,2.95,6.9,30.13,11.85,34.91
176,600265,7.59,5.03,4.19,31.81,6.48,32.6
177,600266,2.09,1.82,6.34,13.27,7.8,14.21
178,600267,5.33,3.05,2.48,13.21,4.5,13.72
179,600268,3.38,1.89,2.7,9.12,4.32,8.16
180,600269,1.63,1.18,3.11,5.07,4.53,5.34
181,600270,3.19,1.58,5.24,16.72,10.87,17.15
182,600271,5.13,3.6,3.96,20.31,5.5,19.8
183,600273,4.06,2.08,2.38,9.66,4.46,9.29
184,600275,5.74,1.96,2.85,16.35,7.2,14.1
185,600276,11.86,12.53,3.88,46.01,4.24,53.11
186,600277,4.42,2.86,1.64,7.25,2.74,7.83
187,600278,5.19,2.79,3.19,16.57,5.5,15.37
188,600279,2.59,1.48,2.8,7.26,5.12,7.56
189,600280,8.92,5.2,0.97,8.65,1.56,8.11
190,600281,2.66,1.6,2.89,7.69,5.06,8.11
191,600282,1.92,1.06,1.64,3.15,3.48,3.7
192,600283,3.61,1.88,3.46,12.48,6.55,12.32
193,600284,5.46,2.99,2.41,13.15,4.11,12.3
194,600285,17.03,6.99,0.74,12.6,1.75,12.24
195,600287,5.22,1.19,2.04,10.64,8.02,9.57
196,600288,4.9,2.11,3.05,14.96,6.53,13.75
197,600289,2.33,1.66,5.63,13.14,7.75,12.87
198,600292,5.32,2.42,2.33,12.4,4.87,11.79
199,600293,7.53,3.88,2.4,18.08,4.7,18.23
200,600295,2.78,1.74,3.47,9.65,6.03,10.48
201,600297,4.47,3.31,1.91,8.54,2.81,9.31
202,600298,5.05,4.93,3.5,17.67,4.33,21.36
203,600299,1.05,0.64,13.64,14.34,22.03,14.15
204,600300,4.04,2.24,1.67,6.74,2.9,6.49
205,600301,3.74,2.06,3.55,13.27,6.35,13.07
206,600302,1.83,1.4,5.93,10.83,7.65,10.7
207,600305,4.67,2.74,2.48,11.57,4.01,10.98
208,600306,4.6,2.47,3.8,17.49,6.45,15.95
209,600307,1.47,0.98,1.86,2.74,3.15,3.09
210,600308,0.8,0.77,6.87,5.51,7.57,5.85
211,600309,2.35,1.77,9.65,22.7,14.84,26.23
212,600310,6.8,3.49,1.33,9.04,2.52,8.8
213,600311,5.31,2.8,1.4,7.43,2.45,6.85
214,600312,2.68,2.31,5.88,15.77,7.13,16.47
215,600315,15.55,7.27,1.73,26.91,4.05,29.45
216,600316,2.32,1.65,8.78,20.35,12.5,20.65
217,600317,3.2,2.03,1.09,3.49,1.71,3.47
218,600318,9.01,4.31,3.44,31.0,6.95,29.97
219,600319,2.1,1.61,4.87,10.23,7.32,11.77
220,600320,0.6,0.44,8.46,5.07,12.1,5.31
221,600321,7.46,3.33,0.9,6.71,1.69,5.63
222,600323,5.33,3.13,2.7,14.38,4.52,14.17
223,600325,1.87,1.43,7.0,13.1,9.41,13.46
224,600326,2.57,2.3,3.32,8.52,4.61,10.61
225,600327,2.03,1.73,4.62,9.37,5.43,9.42
226,600328,3.26,1.84,4.02,13.12,6.74,12.43
227,600329,10.93,6.65,1.62,17.7,2.89,19.23
228,600330,2.3,1.46,4.61,10.58,7.41,10.82
229,600332,3.66,2.74,6.48,23.71,10.59,29.02
230,600333,2.1,1.32,3.78,7.92,6.23,8.22
231,600335,12.75,5.93,0.95,12.11,2.2,13.04
232,600336,5.12,1.98,1.55,7.93,3.69,7.32
233,600337,2.76,1.62,5.25,14.47,8.77,14.19
234,600338,7.09,3.52,4.08,28.92,8.77,30.84
235,600339,2.88,1.44,2.58,7.42,5.31,7.62
236,600340,-33.33,-92.07,-0.72,24.0,-0.29,26.7
237,600343,5.54,3.52,4.01,22.23,6.24,21.97
238,600345,4.15,2.69,5.54,22.97,8.74,23.55
239,600348,3.88,2.92,1.75,6.79,2.32,6.77
240,600350,2.27,1.36,2.92,6.63,5.04,6.85
241,600351,14.57,6.95,0.67,9.76,1.29,8.97
242,600352,35.23,8.71,0.26,9.16,1.07,9.32
243,600353,9.69,6.55,0.95,9.21,1.59,10.41
244,600354,3.97,2.21,2.33,9.25,3.7,8.17
245,600355,6.09,3.18,1.59,9.68,3.0,9.55
246,600356,3.06,1.92,4.0,12.22,6.58,12.64
247,600358,2.43,1.39,4.19,10.2,7.55,10.53
248,600359,2.77,1.6,3.42,9.46,5.85,9.37
249,600360,1.65,1.31,5.45,8.98,6.85,8.98
250,600361,0.46,0.46,15.77,7.24,15.21,7.05
251,600362,2.04,1.09,8.24,16.8,16.12,17.63
252,600363,4.56,2.45,3.62,16.51,7.43,18.2
253,600365,3.38,2.34,3.32,11.23,5.01,11.71
254,600366,9.16,4.61,2.17,19.88,4.41,20.32
255,600367,3.06,1.58,4.48,13.72,8.63,13.62
256,600368,3.1,1.9,1.85,5.73,3.26,6.21
257,600370,5.17,2.36,1.33,6.88,2.55,6.03
258,600371,2.85,1.86,5.81,16.54,8.52,15.83
259,600372,15.16,7.79,1.26,19.1,2.47,19.25
260,600373,59.18,17.69,0.34,20.12,1.26,22.29
261,600375,2.34,1.38,3.03,7.08,6.08,8.36
262,600376,6.3,3.11,1.87,11.79,3.9,12.11
263,600377,4.38,2.68,1.95,8.55,3.43,9.2
264,600378,5.77,2.24,2.62,15.12,6.27,14.02
265,600379,5.43,3.76,3.89,21.11,5.99,22.51
266,600380,5.87,3.27,1.7,9.98,2.91,9.51
267,600381,2.23,0.87,7.01,15.61,19.04,16.61
268,600382,4.07,2.76,4.44,18.07,5.74,15.82
269,600383,4.48,4.42,2.9,13.0,2.5,11.05
270,600386,1.96,1.32,6.88,13.48,11.0,14.52
271,600387,6.19,5.05,2.25,13.93,3.55,17.94
272,600388,11.26,6.17,1.11,12.5,2.11,13.02
273,600389,9.8,4.92,2.06,20.19,3.9,19.2
274,600390,6.24,2.87,2.29,14.28,5.26,15.12
275,600391,7.18,3.72,5.03,36.1,9.7,36.05
276,600392,5.48,3.58,2.39,13.1,3.86,13.8
277,600393,4.43,2.6,3.5,15.5,6.0,15.6
278,600395,-7.76,-158.8,-1.04,8.07,-0.05,7.94
279,600396,2.03,0.96,2.56,5.19,5.42,5.18
280,600397,6.19,2.37,0.84,5.2,2.21,5.24
281,600398,7.79,3.53,1.37,10.67,2.94,10.39
282,600399,5.76,2.87,1.2,6.91,2.52,7.23
283,600401,3.52,1.41,0.66,2.32,1.64,2.31
284,600403,2.58,1.25,2.2,5.67,4.25,5.33
285,600405,5.99,3.07,1.87,11.21,3.55,10.91
286,600408,2.14,1.12,2.44,5.23,3.85,4.3
287,600409,7.99,3.85,1.19,9.51,2.37,9.12
288,600410,2.21,1.44,4.94,10.91,7.01,10.1
289,600415,4.26,3.89,2.0,8.52,2.02,7.85
290,600416,2.81,1.75,5.25,14.77,9.79,17.16
291,600418,4.16,2.15,2.81,11.68,5.44,11.69
292,600420,6.76,4.48,4.69,31.7,7.49,33.57
293,600422,15.44,5.73,0.87,13.43,2.24,12.84
294,600423,1.65,0.84,5.71,9.42,8.62,7.28
295,600425,3.94,3.17,1.19,4.69,2.0,6.33
296,600426,3.88,2.19,3.42,13.27,5.78,12.63
297,600428,1.3,0.93,4.72,6.15,7.44,6.9
298,600429,2.9,1.58,2.72,7.9,5.1,8.06
299,600433,9.45,4.99,0.85,8.03,1.49,7.43
300,600435,16.23,9.41,0.81,13.15,1.62,15.25
301,600436,10.21,7.98,4.45,45.44,6.1,48.68
302,600438,2.25,1.42,2.85,6.4,4.45,6.3
303,600444,5.56,3.43,4.11,22.87,6.22,21.31
304,600446,16.68,9.71,1.52,25.35,2.32,22.53
305,600448,3.15,1.39,2.51,7.91,5.37,7.48
306,600449,7.17,4.52,1.72,12.34,3.0,13.55
307,600452,12.12,7.21,3.47,42.04,6.35,45.77
308,600455,7.66,3.95,7.65,58.61,12.85,50.76
309,600456,0.6,0.59,27.7,16.75,39.85,23.52
310,600458,3.24,2.15,4.41,14.28,6.68,14.37
311,600459,2.56,1.59,9.05,23.2,15.18,24.1
312,600460,1.99,1.46,3.14,6.26,4.46,6.51
313,600461,6.12,3.31,1.24,7.59,2.33,7.71
314,600463,5.39,3.31,2.83,15.24,4.53,15.0
315,600467,1.99,1.46,2.33,4.64,2.89,4.21
316,600468,5.39,3.04,2.42,13.04,4.18,12.72
317,600469,5.07,2.44,2.29,11.62,4.9,11.94
318,600470,2.37,1.48,3.53,8.38,5.33,7.88
319,600475,2.34,1.56,8.38,19.6,12.64,19.78
320,600476,7.08,2.84,4.43,31.35,10.28,29.2
321,600479,5.3,2.59,2.94,15.58,6.34,16.41
322,600481,95.0,6.73,0.08,7.6,1.24,8.35
323,600482,10.91,4.82,2.84,30.98,6.61,31.86
324,600483,5.89,2.59,1.89,11.13,4.38,11.34
325,600486,14.1,6.94,2.66,37.5,5.45,37.81
326,600487,9.19,8.42,2.03,18.66,2.9,24.43
327,600488,2.61,1.69,2.41,6.3,3.75,6.35
328,600489,4.67,3.04,2.57,12.0,3.96,12.03
329,600490,15.02,8.51,0.53,7.96,0.93,7.91
330,600491,4.29,2.96,2.69,11.55,3.98,11.8
331,600495,1.99,1.93,3.71,7.37,4.11,7.92
332,600496,3.51,2.02,1.23,4.32,2.19,4.42
333,600497,1.88,1.18,3.79,7.12,6.12,7.2
334,600498,11.43,6.57,2.21,25.26,3.88,25.49
335,600499,31.54,7.23,0.24,7.57,1.11,8.02
336,600500,2.24,0.97,5.3,11.88,11.09,10.81
337,600501,2.14,1.14,9.51,20.33,16.61,18.92
338,600502,15.95,8.65,0.62,9.89,1.14,9.86
339,600503,8.39,2.68,0.99,8.31,3.01,8.06
340,600506,9.73,2.6,3.16,30.76,8.88,23.07
341,600507,-13.64,7.34,-0.5,6.82,0.98,7.19
342,600508,1.88,1.4,5.78,10.88,8.38,11.72
343,600509,2.37,1.04,3.18,7.54,7.81,8.09
344,600510,3.0,1.85,2.9,8.71,5.05,9.33
345,600511,9.68,6.06,3.12,30.2,5.48,33.21
346,600512,3.64,1.96,1.45,5.28,2.75,5.39
347,600513,8.96,5.2,1.87,16.75,3.09,16.06
348,600517,5.77,3.68,1.69,9.75,2.65,9.75
349,600518,21.65,12.27,0.82,17.75,1.46,17.91
350,600519,8.99,9.14,37.23,334.6,42.11,385.0
351,600520,6.2,2.82,3.95,24.5,7.79,21.98
352,600521,8.38,6.47,2.62,21.95,3.35,21.68
353,600522,12.83,8.15,0.83,10.65,1.42,11.58
354,600525,4.67,3.62,2.94,13.72,4.31,15.6
355,600526,5.4,2.56,2.31,12.47,4.7,12.05
356,600527,4.48,2.04,1.57,7.04,2.97,6.06
357,600528,4.22,2.49,3.36,14.19,6.4,15.92
358,600529,2.98,1.52,6.93,20.64,12.43,18.86
359,600530,5.95,3.16,1.27,7.56,2.25,7.1
360,600531,3.75,2.32,2.28,8.56,3.58,8.32
361,600532,5.92,3.05,2.83,16.74,4.65,14.2
362,600533,1.31,1.07,4.31,5.63,4.94,5.29
363,600535,17.61,8.15,2.3,40.51,4.87,39.7
364,600536,4.36,2.76,5.58,24.35,8.7,24.03
365,600538,5.54,2.41,2.42,13.4,5.3,12.79
366,600540,2.99,2.02,2.71,8.09,3.99,8.06
367,600543,4.95,2.87,3.0,14.86,4.92,14.13
368,600545,12.08,6.41,0.97,11.72,1.98,12.7
369,600546,2.19,1.61,1.87,4.1,3.18,5.12
370,600547,13.08,8.14,2.79,36.5,4.4,35.83
371,600548,2.84,1.59,2.97,8.43,5.43,8.61
372,600549,2.53,2.09,8.65,21.87,11.27,23.61
373,600550,1.0,0.66,6.12,6.14,10.32,6.78
374,600555,2.92,1.54,2.15,6.27,3.67,5.66
375,600556,4.42,2.36,2.7,11.93,5.05,11.93
376,600557,8.68,4.93,1.99,17.28,3.61,17.81
377,600558,4.61,2.94,1.25,5.76,2.13,6.27
378,600559,19.38,10.7,1.2,23.25,2.12,22.69
379,600560,5.54,3.18,3.06,16.96,5.2,16.53
380,600561,2.98,1.77,4.68,13.94,7.36,13.01
381,600562,32.46,16.63,0.96,31.16,1.96,32.59
382,600563,5.08,3.68,7.26,36.9,10.61,39.0
383,600565,4.61,2.97,1.59,7.33,2.27,6.75
384,600566,12.91,7.13,2.39,30.86,4.27,30.45
385,600567,2.69,1.4,1.39,3.74,2.55,3.58
386,600568,14.79,7.45,1.63,24.1,2.76,20.55
387,600569,1.15,0.69,2.6,2.99,4.72,3.27
388,600570,39.76,13.67,1.2,47.71,3.13,42.8
389,600571,12.87,6.17,1.51,19.43,3.05,18.81
390,600572,15.21,7.37,0.48,7.3,0.92,6.78
391,600573,3.21,1.97,4.78,15.35,7.41,14.59
392,600575,13.07,6.98,0.44,5.75,0.81,5.65
393,600578,5.13,1.97,0.82,4.21,2.16,4.26
394,600579,4.88,2.67,2.96,14.45,5.7,15.22
395,600580,3.15,2.0,2.89,9.11,4.31,8.61
396,600581,2.58,2.35,2.67,6.89,3.77,8.85
397,600583,1.06,1.09,7.04,7.47,6.99,7.6
398,600584,3.68,3.2,4.86,17.88,5.86,18.78
399,600585,2.46,2.37,6.99,17.18,8.89,21.1
400,600586,3.59,1.97,1.29,4.63,2.44,4.81
401,600587,6.74,4.22,3.78,25.46,5.77,24.33
402,600588,6.15,3.66,3.41,20.98,5.0,18.29
403,600589,2.52,1.32,3.51,8.86,6.49,8.58
404,600590,3.19,2.42,5.13,16.39,6.5,15.72
405,600592,2.2,2.62,5.72,12.58,6.95,18.22
406,600593,8.77,5.21,4.36,38.22,6.95,36.23
407,600594,14.51,13.29,1.14,16.54,1.36,18.07
408,600595,1.78,1.17,3.15,5.61,4.88,5.72
409,600596,1.62,0.86,6.44,10.41,11.65,10.02
410,600597,2.61,1.62,5.04,13.16,7.96,12.93
411,600598,3.33,1.77,3.82,12.71,6.45,11.43
